solver_name,seed,weld_count,x_up,x_low,fitness,makespan,load_imbalance,total_idle_distance,total_travel_time,total_weld_time,reversed_weld_count,subweld_count,split_weld_count,short_subweld_count,unassigned_subweld_count,max_length_error,population_size,max_generations,generations_completed,early_stopped,alns_iterations,elapsed_time,weld_speed,travel_speed,acceleration,safe_z,weight_makespan,weight_load,weight_distance,time_model,assignment_mode,split_timing_mode,direction_mode,route_type,partition_cache_hits,partition_cache_misses,partition_cache_hit_rate,warm_archive_size,shade_memory_f,shade_memory_cr,no_improve_generations,partition_evaluations,objective_evaluation_count,max_objective_evaluations,objective_budget_exhausted,stop_reason,checkpoint_trace,shade_adaptation_enabled,alns_adaptation_enabled,inner_acceptance_scope,direction_decoder_objective,reference_source,instance_path,instance_seed,solver_seed,instance_hash,target_weld_count,requested_group_count,placed_group_count,actual_weld_count,original_weld_count,total_original_weld_length,normalization_mode,normalization_source,normalized_makespan,normalized_load_imbalance,normalized_idle_distance,normalization,robot_0_total_weld_time,robot_0_total_travel_time,robot_0_total_time,robot_0_total_idle_distance,robot_0_task_count,robot_1_total_weld_time,robot_1_total_travel_time,robot_1_total_time,robot_1_total_idle_distance,robot_1_task_count,robot_2_total_weld_time,robot_2_total_travel_time,robot_2_total_time,robot_2_total_idle_distance,robot_2_task_count,robot_3_total_weld_time,robot_3_total_travel_time,robot_3_total_time,robot_3_total_idle_distance,robot_3_task_count,sum_robot_total_time,algorithm_time
ABMA,42,30,11.009479150062722,13.139673534214499,0.7636335952485163,1244.3268486370553,0.1736968235884433,103.23793253375469,554.5138073538042,4422.446460428937,20,36,5,0,0,0.0,12,100000,416,False,80,411.0012116000289,0.0108,0.2,0.5,0.3,0.7000000000000001,0.20000000000000004,0.10000000000000002,corrected,split,parent_aware,bidirectional,open,3746,1254,0.7492,48,"[0.9808564185799474, 0.8551338330892782, 0.9110038866719664, 0.9245431403485275, 0.8931097129466293, 0.7345772354237647]","[0.684364976171303, 0.6594185518598861, 0.5901529036868356, 0.6428110540919424, 0.5020339402392574, 0.9212309189406837]",312,1254,5000,5000,True,objective_budget,"[{'objective_evaluation_count': 1000, 'best_fitness': 0.7636492770164982, 'best_makespan': 1244.327294965156, 'best_load_imbalance': 0.21980466613604221, 'best_total_idle_distance': 103.20780121984707, 'elapsed_algorithm_time': 332.66076620004606}, {'objective_evaluation_count': 2000, 'best_fitness': 0.7636335952485163, 'best_makespan': 1244.3268486370553, 'best_load_imbalance': 0.1736968235884433, 'best_total_idle_distance': 103.23793253375469, 'elapsed_algorithm_time': 410.9360731000779}, {'objective_evaluation_count': 5000, 'best_fitness': 0.7636335952485163, 'best_makespan': 1244.3268486370553, 'best_load_imbalance': 0.1736968235884433, 'best_total_idle_distance': 103.23793253375469, 'elapsed_algorithm_time': 411.0011870000744}]",True,True,joint_four_robot_system_objective,minimum_route_time,externally_fixed_unified_protocol,D:\pybullet_test\MRTA_GA\data\instances\selected\instance_w30.xlsx,41,42,2fab0e3e566477294710c7f5296eae3f19fffdaf771928347daa371758bb2a62,30,25,25,30,30,47.762421772632536,ideal_baseline_range_v1,externally_fixed_unified_protocol,0.8643673820212215,0.0011292440042437364,1.583505790328125,"{'mode': 'ideal_baseline_range_v1', 'ideal': {'makespan': 1105.6116151072345, 'load_imbalance': 0.0, 'idle_distance': 0.0}, 'baseline': {'algorithm': 'workload_balanced_cut_cheapest_insertion_2opt_dp_v1', 'metrics': {'makespan': 1266.0934153406624, 'load_imbalance': 153.81691019450614, 'idle_distance': 65.19580361771983}}, 'scale': {'makespan': 160.48180023342798, 'load_imbalance': 153.81691019450614, 'idle_distance': 65.19580361771983}, 'floors': {}, 'weights': [0.7, 0.2, 0.1]}",1118.8597768337363,125.4670718033189,1244.3268486370553,22.213414360663783,13,1161.4634336368224,82.86335118774487,1244.3267848245673,14.892670237548973,8,952.4799859789247,291.6734965287276,1244.1534825076524,56.654699305745524,8,1189.6432639794539,54.509887834012865,1244.1531518134668,9.477148629796407,7,4976.9602677827415,411.0012116000289
