instance_path,instance_seed,solver_seed,instance_hash,target_weld_count,requested_group_count,placed_group_count,actual_weld_count,total_original_weld_length,seed,objective_mode,fitness,weight_makespan,weight_load,weight_distance,ref_makespan,ref_load,ref_distance,time_model,weld_speed,travel_speed,acc,acceleration,safe_z,setup_time,post_time,split_timing_mode,direction_mode,reversed_weld_count_total,direction_optimized_route_count,setup_post_saved_time_total,merged_setup_post_count_total,pure_weld_time_total,setup_post_time_total,weld_count,assignment_mode,original_weld_count,subweld_count,split_weld_count,cross_region_weld_count,boundary_overlap_count,discarded_short_subweld_count,max_length_error,sum_length_error,assigned_subweld_count,unassigned_subweld_count,unassigned_subweld_ids,parent_id_count,split_segment_count,original_to_subweld_count_match,x_up,x_low,makespan,load_imb,total_idle_distance,total_weld_time,total_travel_time,algo_time,robot_counts,sum_robot_counts,count_match,robot_0_count,robot_1_count,robot_2_count,robot_3_count,robot_0_total_time,robot_1_total_time,robot_2_total_time,robot_3_total_time,robot_0_weld_time,robot_1_weld_time,robot_2_weld_time,robot_3_weld_time,robot_0_travel_time,robot_1_travel_time,robot_2_travel_time,robot_3_travel_time,robot_0_idle_distance,robot_1_idle_distance,robot_2_idle_distance,robot_3_idle_distance,collision_audit_enabled,collision_check_mode,collision_safety_distance,collision_band_width,collision_dt,base_makespan_before_collision,collision_adjusted_makespan,collision_wait_time_total,upper_pair_wait_time,lower_pair_wait_time,upper_pair_violation_count_before,lower_pair_violation_count_before,upper_pair_violation_count_after,lower_pair_violation_count_after,upper_pair_min_separation_before,lower_pair_min_separation_before,upper_pair_min_separation_after,lower_pair_min_separation_after
D:\pybullet_test\MRTA_GA\data\instances\selected\instance_w30.xlsx,41,42,2fab0e3e566477294710c7f5296eae3f19fffdaf771928347daa371758bb2a62,30,25,25,30,47.762421772632536,42,equation_19_fixed_references,1.3905389869259075,0.7,0.2,0.1,1105.6116151072342,1105.6116151072342,616.8189970639112,corrected,0.0108,0.2,0.5,0.5,0.3,0.0,0.0,parent_aware,bidirectional,15,4,0.0,0,4422.446460428937,0.0,30,split,30,32,2,2,0,0,0.0,0.0,32,0,[],30,4,True,5.835135477942052,4.3903435382060545,1819.5125944874378,1264.2792939597175,60.707050957815724,4422.446460428937,337.05939947410945,2.654463291168213,"[6, 14, 3, 9]",32,True,6,14,3,9,659.5429264624455,1819.5125944874378,555.2333005277204,1725.2170384254428,604.2019434957084,1676.12126697485,536.3679213561311,1605.7553286022476,55.34098296673699,143.39132751258776,18.865379171589296,119.46170982319543,9.868196593347395,25.558265502517553,3.2930758343178588,21.987513027632918,False,,,,,,,,,,,,,,,,,
