instance,solver,solver_seed,requested_objective_evaluations,realized_objective_evaluations,exact_budget,stop_reason,run_status,fitness,makespan,load_imbalance,total_idle_distance,algorithm_time,solver_wall_clock_time,postprocess_time,total_run_wall_clock_time,evaluations_per_second,seconds_per_evaluation,unassigned_subweld_count,checkpoint_count,frozen_profile_hash,run_directory
w45,GA+ACO,42,16000,16000,True,objective_budget,success,0.9759265851276586,1977.6761657288855,431.0888280354932,91.82607937898868,10016.655253887177,10019.285029400024,0.1027227999875322,10019.42283940001,1.597339590357855,0.6260409533679485,0,4,,unified_experiments/protocol_19084d42c77dd61803f622f7dd3792c50fea0f387106740c6f6d6bcedc437202/scale_pilot/w45/ga_aco/seed_42/attempt_001
w45,Paper-Aligned-HGA-XCut-Control,42,16000,16000,True,objective_budget,success,1.163853433644039,2050.9363083048434,460.64230695966376,116.89856017312835,13.05561169993598,18.424801800050773,0.07481829996686429,18.636659599957056,1225.526644613554,0.0008159757312459988,0,4,,unified_experiments/protocol_19084d42c77dd61803f622f7dd3792c50fea0f387106740c6f6d6bcedc437202/scale_pilot/w45/paper_aligned_hga/seed_42/attempt_001
w45,ABMA,42,16000,16000,True,objective_budget,success,0.9660429077456851,1974.6576857200725,438.24143260613437,85.89259343617634,253.53245169995353,255.05572309996933,0.0692505999468267,255.13783120003063,63.10829202620349,0.015845778231247096,0,4,631b2d675e7531d04a3c019cc8013158223944074da3e42d489a5745addee1d3,unified_experiments/protocol_19084d42c77dd61803f622f7dd3792c50fea0f387106740c6f6d6bcedc437202/scale_pilot/w45/abma/seed_42/attempt_001
