instance,solver,solver_seed,requested_objective_evaluations,realized_objective_evaluations,exact_budget,stop_reason,run_status,fitness,makespan,load_imbalance,total_idle_distance,algorithm_time,solver_wall_clock_time,postprocess_time,total_run_wall_clock_time,evaluations_per_second,seconds_per_evaluation,unassigned_subweld_count,checkpoint_count,frozen_profile_hash,run_directory
w45,GA+ACO,42,2000,2000,True,objective_budget,success,0.9773394772632631,1978.2210915640758,433.2678229178673,91.31040267548765,1237.1685180664062,1239.9327683999436,0.05494940001517534,1240.0215069999686,1.6165946439744825,0.6185842590332031,0,2,,unified_experiments/protocol_19084d42c77dd61803f622f7dd3792c50fea0f387106740c6f6d6bcedc437202/scale_preflight/w45/ga_aco/seed_42/attempt_001
w45,Paper-Aligned-HGA-XCut-Control,42,2000,2000,True,objective_budget,success,1.1881467626805922,2043.3589725317192,515.6332568518978,130.80906851319747,2.4694226999999955,4.201773299952038,0.05863600003067404,4.276048599975184,809.9058941994838,0.0012347113499999978,0,2,,unified_experiments/protocol_19084d42c77dd61803f622f7dd3792c50fea0f387106740c6f6d6bcedc437202/scale_preflight/w45/paper_aligned_hga/seed_42/attempt_001
w45,ABMA,42,2000,2000,True,objective_budget,success,0.9660429077456851,1974.6576857200725,438.24143260613437,85.89259343617634,283.59277879993897,285.3141275999369,0.07162289996631444,285.3987719999859,7.05236574944986,0.1417963893999695,0,2,631b2d675e7531d04a3c019cc8013158223944074da3e42d489a5745addee1d3,unified_experiments/protocol_19084d42c77dd61803f622f7dd3792c50fea0f387106740c6f6d6bcedc437202/scale_preflight/w45/abma/seed_42/attempt_001
