acceptance_sequence_hash,algorithm,algorithm_time_s,alns_time_s,best_fitness_after_generation_5,candidate_sequence_hash,collision_audit,direction_dp_count,evaluations_per_second,expected_primary_evaluations,final_fitness_after_generation_20,final_population_diversity,final_population_diversity_status,fitness,formal,generation_of_final_best,generations_completed,index,initial_best_fitness,inner_rng_final_state_hash,instance,instance_hash,instance_path,load_imbalance,makespan,normalization_hash,normalization_hash_status,normalization_mode,number_of_accepted_trials,number_of_improving_generations,objective_evaluation_count,outer_rng_final_state_hash,parallel,partition_cache_hits,partition_cache_misses,peak_rss_bytes,postprocess_time_s,primary_evaluation_of_final_best,process_startup_time_measurement,process_startup_time_s,protocol_hash,protocol_version,remaining_improvement_after_generation_5,result_reconstruction_status,returncode,robot_task_counts,route_evaluation_count,run_directory,run_id,scientific_model_hash,scientific_model_version,seconds_per_primary_evaluation,seed,solver_source_hash,solver_wall_clock_time_s,split_weld_count,status,stop_reason,subweld_count,time_to_best_s,total_idle_distance,total_run_time_s,unassigned_count,unique_partition_count,vnd_time_s,x_low,x_up
,HGA-budget72,0.21060139988549054,,,,False,232,341.8780693725126,72,,1.0,HGA final_diversity_rank; ABMA source does not expose an equivalent,3.7177935815907244,False,0,0,11,3.7177935815907244,,w30,2fab0e3e566477294710c7f5296eae3f19fffdaf771928347daa371758bb2a62,data/instances/selected/instance_w30.xlsx,1008.1767668988668,1636.3616602950501,e9e221a5db62c86aed76061099db5eaeb9b8c63708fbd05e33328b1811a38df4,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,,0,72,,False,0,0,,0.053274499950930476,1,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,3.3111736001446843,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,,success,0,"[11, 10, 4, 8]",451,experiments/abma_outer5_v1/raw/w30/HGA-budget72/seed_80,w30__HGA-budget72__seed_80,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,0.002925019442854035,80,db2557a2c96606f0b7f933808f9efb6b26468240073405697aa54304be26f2e7,3.521775000030175,3,success,objective_budget,33,0.10715089994482696,59.88520681620034,3.5750494999811053,0,121,,10.0,10.0
,HGA-budget252,0.4334203000180423,,,,False,301,581.421774636559,252,,1.0,HGA final_diversity_rank; ABMA source does not expose an equivalent,3.7177935815907244,False,0,0,12,3.7177935815907244,,w30,2fab0e3e566477294710c7f5296eae3f19fffdaf771928347daa371758bb2a62,data/instances/selected/instance_w30.xlsx,1008.1767668988668,1636.3616602950501,e9e221a5db62c86aed76061099db5eaeb9b8c63708fbd05e33328b1811a38df4,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,,0,252,,False,0,0,,0.04565300000831485,1,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,3.6977041999343783,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,,success,0,"[11, 10, 4, 8]",1171,experiments/abma_outer5_v1/raw/w30/HGA-budget252/seed_80,w30__HGA-budget252__seed_80,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,0.0017199218254684218,80,db2557a2c96606f0b7f933808f9efb6b26468240073405697aa54304be26f2e7,4.131124499952421,3,success,objective_budget,33,0.11761970003135502,59.88520681620034,4.176777499960735,0,121,,10.0,10.0
da8bc0ed3eaa75086179fcbc8dcede42a23bb112bb906e80ef8fc9e5549fa691,ABMA1,78.17460910021327,69.04320559976622,1.0667882872524257,8997ee054f0882c010262b610f25a037124e939e1ec546cac77c884219c15080,False,945791,0.9210151586137394,72,,,not_exposed_by_authoritative_solver,1.0667882872524257,False,0,5,13,1.0667882872524257,40481e4398561b638d63cdb0cbc37a24fb2bffee573a04431383081aeafb4c1b,w45,3b50059c27eb07cf6d40c8c36c0507257890c74fc956278aeedb8318f04e3c38,data/instances/selected/instance_w45.xlsx,593.6340660758933,1991.868223994422,aaa71d5ade10b8e0312112f8c3bf00aa189c8283c0c92760a58443974d8ff017,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,26,0,72,7758af4fff9a17203dfde1196a9978fc3e60f56f58b5a90d6efd48c0529dad84,False,0,72,,0.07264769985340536,2,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,2.3668251999188215,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,,success,0,"[15, 11, 13, 11]",1247940,experiments/abma_outer5_v1/raw/w45/ABMA1/seed_78,w45__ABMA1__seed_78,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,1.0857584597251844,78,7f6f09a030543f6e4e14d2bd837791c90896da3bb1e395f409c33d6eaef20df9,80.5414343001321,5,success,generation_limit,50,0.3679892001673579,86.37728411102862,80.6140819999855,0,72,6.482529900735244,11.254076975942,10.874575924423
a39ce8d804f526b668082b5a0eb1b52a91a3c09f3163dcfc0193011f0618f78c,ABMA20,204.03127600019798,172.73961010179482,1.0667882872524257,e6e388af38dca743e836db26a24d8694614f1830384fa35e922d7552afd15be5,False,2403266,1.2351047591338666,252,0.9900513933141646,,not_exposed_by_authoritative_solver,0.9900513933141646,False,16,20,14,1.0667882872524257,e21995c6ae8f4dd2ff8b912faa988c111e64afa7f564232cd86140b9b20082dc,w45,3b50059c27eb07cf6d40c8c36c0507257890c74fc956278aeedb8318f04e3c38,data/instances/selected/instance_w45.xlsx,438.7211873684314,1984.286893130935,aaa71d5ade10b8e0312112f8c3bf00aa189c8283c0c92760a58443974d8ff017,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,93,5,252,e3a3548895ed06831e1c89cf1d6030e6997c6e1eb2ed7ef1e592922b40500705,False,0,252,,0.0903205000795424,201,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,2.3724759998731315,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,0.07750799045026023,success,0,"[17, 10, 13, 12]",3473712,experiments/abma_outer5_v1/raw/w45/ABMA20/seed_78,w45__ABMA20__seed_78,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,0.8096479206357062,78,7f6f09a030543f6e4e14d2bd837791c90896da3bb1e395f409c33d6eaef20df9,206.4037520000711,7,success,generation_limit,52,181.10312450001948,89.83413225688663,206.49407250015065,0,252,23.61555209965445,11.189387308561047,11.283300027364623
,HGA-budget72,0.5816101999953389,,,,False,421,123.79425257771788,72,,1.0,HGA final_diversity_rank; ABMA source does not expose an equivalent,1.3131507773205529,False,0,0,15,1.3131507773205529,,w45,3b50059c27eb07cf6d40c8c36c0507257890c74fc956278aeedb8318f04e3c38,data/instances/selected/instance_w45.xlsx,865.0299821723004,2052.035224479451,aaa71d5ade10b8e0312112f8c3bf00aa189c8283c0c92760a58443974d8ff017,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,,0,72,,False,0,0,,0.052357499953359365,1,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,2.7185189998708665,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,,success,0,"[13, 14, 12, 13]",649,experiments/abma_outer5_v1/raw/w45/HGA-budget72/seed_78,w45__HGA-budget72__seed_78,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,0.008077919444379708,78,db2557a2c96606f0b7f933808f9efb6b26468240073405697aa54304be26f2e7,3.3001291998662055,7,success,objective_budget,52,0.2079375998582691,96.07872131775146,3.352486699819565,0,121,,10.0,10.0
,HGA-budget252,1.0653115001041442,,,,False,587,236.55053003310735,252,,1.0,HGA final_diversity_rank; ABMA source does not expose an equivalent,1.3131507773205529,False,0,0,16,1.3131507773205529,,w45,3b50059c27eb07cf6d40c8c36c0507257890c74fc956278aeedb8318f04e3c38,data/instances/selected/instance_w45.xlsx,865.0299821723004,2052.035224479451,aaa71d5ade10b8e0312112f8c3bf00aa189c8283c0c92760a58443974d8ff017,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,,0,252,,False,0,0,,0.04916169983334839,1,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,2.533682599896565,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,,success,0,"[13, 14, 12, 13]",1369,experiments/abma_outer5_v1/raw/w45/HGA-budget252/seed_78,w45__HGA-budget252__seed_78,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,0.004227426587714858,78,db2557a2c96606f0b7f933808f9efb6b26468240073405697aa54304be26f2e7,3.5989941000007093,7,success,objective_budget,52,0.25897060008719563,96.07872131775146,3.6481557998340577,0,121,,10.0,10.0
42985df5ced059e71cb4ac389a90192574f38c6a5b0107ebe2dc2f525d9ad1eb,ABMA20,158.80415760003962,130.32258740230463,1.0338457677475463,1877db51050ec0ec0eb360aed9cff6e66d7e499a68a626582495d34dea84c144,False,2081190,1.5868602170648531,252,0.9712202483204979,,not_exposed_by_authoritative_solver,0.9712202483204979,False,20,20,17,1.0674790617179437,601c95a381f7254061b6ec052352a5120332ba5e82f621ddc82ce1ba1e2ce5d0,w45,3b50059c27eb07cf6d40c8c36c0507257890c74fc956278aeedb8318f04e3c38,data/instances/selected/instance_w45.xlsx,414.67289830070376,1976.262255903156,aaa71d5ade10b8e0312112f8c3bf00aa189c8283c0c92760a58443974d8ff017,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,84,8,252,7393aebca2d4e8723b98d540784ba7667664920c5dac726704117f3124690cc0,False,0,252,,0.06364959990605712,245,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,3.015496199950576,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,0.0644812744949921,success,0,"[17, 10, 13, 12]",3179054,experiments/abma_outer5_v1/raw/w45/ABMA20/seed_79,w45__ABMA20__seed_79,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,0.6301752285715858,79,7f6f09a030543f6e4e14d2bd837791c90896da3bb1e395f409c33d6eaef20df9,161.8196537999902,7,success,generation_limit,52,155.77694289991632,96.19584089418744,161.88330339989625,0,252,22.00229130103253,11.10570651795828,11.220772558675531
abf54b2d2c720e6d3733c0d07c7ae71b5e9490cf7ca7d39f90ab077dc7765b90,ABMA1,78.06939049996436,68.14449750003405,1.0338457677475463,d1e203ed2bab0a5b1aa064967793967d399bdf1b8e2e07caf4fa5a4af1bd9333,False,914172,0.9222564636268407,72,,,not_exposed_by_authoritative_solver,1.0338457677475463,False,1,5,18,1.0674790617179437,11b207d79f149fce2e3e02a1d36ff578664cd7e3be0980d38484273ec35aec82,w45,3b50059c27eb07cf6d40c8c36c0507257890c74fc956278aeedb8318f04e3c38,data/instances/selected/instance_w45.xlsx,498.99753113122915,1991.868223994422,aaa71d5ade10b8e0312112f8c3bf00aa189c8283c0c92760a58443974d8ff017,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,21,1,72,528695d2a15764c25a584b7906e5fb93a350dba93712c833c9a8afe5ee21edc3,False,0,72,,0.08831879985518754,13,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,2.861435699975118,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,,success,0,"[17, 10, 13, 11]",1231731,experiments/abma_outer5_v1/raw/w45/ABMA1/seed_79,w45__ABMA1__seed_79,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,1.0842970902772828,79,7f6f09a030543f6e4e14d2bd837791c90896da3bb1e395f409c33d6eaef20df9,80.93082619993947,6,success,generation_limit,51,17.192343400092795,92.52789397215649,81.01914499979466,0,72,6.8046871004626155,11.641555686277787,11.564618784296872
,HGA-budget252,1.0867852999363095,,,,False,587,231.87652613148921,252,,1.0,HGA final_diversity_rank; ABMA source does not expose an equivalent,1.295380712764493,False,0,0,19,1.295380712764493,,w45,3b50059c27eb07cf6d40c8c36c0507257890c74fc956278aeedb8318f04e3c38,data/instances/selected/instance_w45.xlsx,863.6972631948972,2045.9095517463795,aaa71d5ade10b8e0312112f8c3bf00aa189c8283c0c92760a58443974d8ff017,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,,0,252,,False,0,0,,0.06297419988550246,1,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,2.95783229987137,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,,success,0,"[13, 14, 12, 13]",1369,experiments/abma_outer5_v1/raw/w45/HGA-budget252/seed_79,w45__HGA-budget252__seed_79,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,0.0043126400791123395,79,db2557a2c96606f0b7f933808f9efb6b26468240073405697aa54304be26f2e7,4.04461759980768,7,success,objective_budget,52,0.2159376998897642,91.79419083381089,4.107591799693182,0,121,,10.0,10.0
,HGA-budget72,0.6148105000611395,,,,False,421,117.10925560451554,72,,1.0,HGA final_diversity_rank; ABMA source does not expose an equivalent,1.295380712764493,False,0,0,20,1.295380712764493,,w45,3b50059c27eb07cf6d40c8c36c0507257890c74fc956278aeedb8318f04e3c38,data/instances/selected/instance_w45.xlsx,863.6972631948972,2045.9095517463795,aaa71d5ade10b8e0312112f8c3bf00aa189c8283c0c92760a58443974d8ff017,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,,0,72,,False,0,0,,0.05815510009415448,1,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,2.741448399843648,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,,success,0,"[13, 14, 12, 13]",649,experiments/abma_outer5_v1/raw/w45/HGA-budget72/seed_79,w45__HGA-budget72__seed_79,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,0.008539034723071381,79,db2557a2c96606f0b7f933808f9efb6b26468240073405697aa54304be26f2e7,3.3562588999047875,7,success,objective_budget,52,0.24152370006777346,91.79419083381089,3.414413999998942,0,121,,10.0,10.0
b9a894c3f77c7f30238b0c79363f67aa86ede4b782824de76f9f6d2be737b3a0,ABMA1,87.4655910001602,77.75078639900312,1.0219521035917327,aa9163c0ea4b2125010e4836edd43ffd1dce70ef393ade54fe90534201ab4a2c,False,1016419,0.8231808551990247,72,,,not_exposed_by_authoritative_solver,1.0219521035917327,False,2,5,21,1.0647108606087805,38bded06ba5801cc4280a00276fc39ac020737f0667576608c60c63bc29c4312,w45,3b50059c27eb07cf6d40c8c36c0507257890c74fc956278aeedb8318f04e3c38,data/instances/selected/instance_w45.xlsx,473.65831927465297,1988.5670931036875,aaa71d5ade10b8e0312112f8c3bf00aa189c8283c0c92760a58443974d8ff017,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,28,1,72,0af74f9a85aaa86e7aa71476cebc1e3ee3f29c6d6820325dd36fbd2889926be8,False,0,72,,0.08689039992168546,31,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,2.715342699782923,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,,success,0,"[17, 11, 13, 12]",1324004,experiments/abma_outer5_v1/raw/w45/ABMA1/seed_80,w45__ABMA1__seed_80,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,1.214799875002225,80,7f6f09a030543f6e4e14d2bd837791c90896da3bb1e395f409c33d6eaef20df9,90.18093369994313,8,success,generation_limit,53,42.7963470001705,97.20881315331114,90.26782409986481,0,72,6.837876500329003,11.227256698081344,11.087740179506051
e215f182c4a78c2879c1e51223876cd085abcca1c030fa0907da278d5dc04526,ABMA20,170.9483687998727,141.49861469957978,1.0219521035917327,5691a5f5840e46c01d4c718a45c61fcebcb813bbfe99e44ed0dfd50cd8eeecc9,False,2186163,1.474129304474461,252,0.9672441656402135,,not_exposed_by_authoritative_solver,0.9672441656402135,False,19,20,22,1.0647108606087805,8e6406262ee7a3f084435ed3bcc26d0da4516afec14ae93c327882014df79b0b,w45,3b50059c27eb07cf6d40c8c36c0507257890c74fc956278aeedb8318f04e3c38,data/instances/selected/instance_w45.xlsx,416.2194169944005,1974.759046957762,aaa71d5ade10b8e0312112f8c3bf00aa189c8283c0c92760a58443974d8ff017,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,109,6,252,049b9221f3cab3e77ba25dc45431d37f993b23ca069df851c91b6212e7c00962,False,0,252,,0.15035610017366707,230,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,2.4589076002594084,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,0.05656062853096488,success,0,"[17, 10, 13, 12]",3265429,experiments/abma_outer5_v1/raw/w45/ABMA20/seed_80,w45__ABMA20__seed_80,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,0.6783665428566377,80,7f6f09a030543f6e4e14d2bd837791c90896da3bb1e395f409c33d6eaef20df9,173.4072764001321,7,success,generation_limit,52,162.69970340002328,94.79204182583378,173.55763250030577,0,252,23.286090197972953,11.113218327172126,11.25372056805838
,HGA-budget72,0.3085178001783788,,,,False,420,233.37389271663108,72,,1.0,HGA final_diversity_rank; ABMA source does not expose an equivalent,1.3141029254432202,False,0,0,23,1.3141029254432202,,w45,3b50059c27eb07cf6d40c8c36c0507257890c74fc956278aeedb8318f04e3c38,data/instances/selected/instance_w45.xlsx,855.5347265786365,2054.291681539805,aaa71d5ade10b8e0312112f8c3bf00aa189c8283c0c92760a58443974d8ff017,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,,0,72,,False,0,0,,0.02809399995021522,1,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,2.8234760998748243,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,,success,0,"[13, 14, 12, 13]",649,experiments/abma_outer5_v1/raw/w45/HGA-budget72/seed_80,w45__HGA-budget72__seed_80,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,0.004284969446921928,80,db2557a2c96606f0b7f933808f9efb6b26468240073405697aa54304be26f2e7,3.131993900053203,7,success,objective_budget,52,0.12341310014016926,96.48086666050142,3.1600879000034183,0,121,,10.0,10.0
,HGA-budget252,0.49117349996231496,,,,False,586,513.0569951744843,252,,1.0,HGA final_diversity_rank; ABMA source does not expose an equivalent,1.3141029254432202,False,0,0,24,1.3141029254432202,,w45,3b50059c27eb07cf6d40c8c36c0507257890c74fc956278aeedb8318f04e3c38,data/instances/selected/instance_w45.xlsx,855.5347265786365,2054.291681539805,aaa71d5ade10b8e0312112f8c3bf00aa189c8283c0c92760a58443974d8ff017,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,,0,252,,False,0,0,,0.03344219992868602,1,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,1.7478624002542347,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,,success,0,"[13, 14, 12, 13]",1369,experiments/abma_outer5_v1/raw/w45/HGA-budget252/seed_80,w45__HGA-budget252__seed_80,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,0.0019491011903266468,80,db2557a2c96606f0b7f933808f9efb6b26468240073405697aa54304be26f2e7,2.2390359002165496,7,success,objective_budget,52,0.1116610998287797,96.48086666050142,2.2724781001452357,0,121,,10.0,10.0
003d590f3d6cce2ad9cf62c7e7b106fb3f00c52ab1caa372442bbe7da1607e4c,ABMA1,217.03419190016575,204.48543439945206,1.196765716606657,b1a3b080f036624f8f4c613c90673908f77c09bf42ec9de82e9390df521f58ae,False,2331347,0.33174496317667546,72,,,not_exposed_by_authoritative_solver,1.196765716606657,False,5,5,25,1.2791913787946039,b2a38584dfbd89a2506a7ed9cfe24cc1e91df4c3a512ef5b2f04b7cdeb5d1cc9,w60,e7b7409b555e581a0ceea770b7e2c511bacdced8f3172021729319bd352f76d2,data/instances/selected/instance_w60.xlsx,2058.581999093539,3419.8016706575004,2c969355974b9b9ca210a0a87655fdd5a442787654bfbbde0be740237b302940,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,33,2,72,dd6c9e9dfba913457108e8ad0a459fe99a27e3be7eb46c3f4e5666e7a262398b,False,0,72,,0.11154689989052713,70,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,1.9230791998561472,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,,success,0,"[13, 15, 19, 20]",2667497,experiments/abma_outer5_v1/raw/w60/ABMA1/seed_78,w60__ABMA1__seed_78,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,3.014363776391191,78,7f6f09a030543f6e4e14d2bd837791c90896da3bb1e395f409c33d6eaef20df9,218.9572711000219,7,success,generation_limit,67,214.7027276000008,95.95503129777346,219.06881799991243,0,72,7.448487101122737,9.720038245510871,9.367558954281535
aa7dab0bfefb0e43e56fa45fedd2fa00532c3b3c2097eb5ee63273d6d6d94afb,ABMA20,518.0801035000477,474.43314319779165,1.196765716606657,b9cdf4f1f17f076e40e846fb662a3b50f3a365eedd3d29b927577b1cfd01c509,False,5566140,0.48641126786675914,252,0.9913705187461362,,not_exposed_by_authoritative_solver,0.9913705187461362,False,20,20,26,1.2791913787946039,047d85b520ca3ae4c73fc9233a0c989dfe3df316d3b0da5fe8b333250fd13e17,w60,e7b7409b555e581a0ceea770b7e2c511bacdced8f3172021729319bd352f76d2,data/instances/selected/instance_w60.xlsx,1494.0027821956824,3240.1277334350407,2c969355974b9b9ca210a0a87655fdd5a442787654bfbbde0be740237b302940,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,96,11,252,a4035f6f7653cb7ef1d8f60b7e3f6bb8b646abd6125dd5407566fdddf4f43040,False,0,252,,0.09901030012406409,249,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,3.349808300146833,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,0.20718308036868002,success,0,"[20, 12, 19, 22]",6757511,experiments/abma_outer5_v1/raw/w60/ABMA20/seed_78,w60__ABMA20__seed_78,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,2.0558734265874907,78,7f6f09a030543f6e4e14d2bd837791c90896da3bb1e395f409c33d6eaef20df9,521.4299118001945,13,success,generation_limit,73,514.1476847000886,103.90452279473989,521.5289221003186,0,252,28.549901601392776,9.538754165222338,11.123581763764287
,HGA-budget72,0.6748007000423968,,,,False,701,106.69817028268693,72,,1.0,HGA final_diversity_rank; ABMA source does not expose an equivalent,1.289172623661267,False,0,0,27,1.289172623661267,,w60,e7b7409b555e581a0ceea770b7e2c511bacdced8f3172021729319bd352f76d2,data/instances/selected/instance_w60.xlsx,2071.667766011622,3523.4533229869257,2c969355974b9b9ca210a0a87655fdd5a442787654bfbbde0be740237b302940,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,,0,72,,False,0,0,,0.05027060001157224,1,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,2.922112099826336,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,,success,0,"[16, 15, 19, 19]",920,experiments/abma_outer5_v1/raw/w60/HGA-budget72/seed_78,w60__HGA-budget72__seed_78,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,0.00937223194503329,78,db2557a2c96606f0b7f933808f9efb6b26468240073405697aa54304be26f2e7,3.5969127998687327,9,success,objective_budget,69,0.4357638999354094,106.6477029012463,3.647183399880305,0,121,,10.0,10.0
,HGA-budget252,0.9555806000716984,,,,False,880,263.71401845233373,252,,1.0,HGA final_diversity_rank; ABMA source does not expose an equivalent,1.289172623661267,False,0,0,28,1.289172623661267,,w60,e7b7409b555e581a0ceea770b7e2c511bacdced8f3172021729319bd352f76d2,data/instances/selected/instance_w60.xlsx,2071.667766011622,3523.4533229869257,2c969355974b9b9ca210a0a87655fdd5a442787654bfbbde0be740237b302940,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,,0,252,,False,0,0,,0.045963400043547153,1,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,3.3322632000781596,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,,success,0,"[16, 15, 19, 19]",1640,experiments/abma_outer5_v1/raw/w60/HGA-budget252/seed_78,w60__HGA-budget252__seed_78,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,0.0037919865082210254,78,db2557a2c96606f0b7f933808f9efb6b26468240073405697aa54304be26f2e7,4.287843800149858,9,success,objective_budget,69,0.4450044999830425,106.6477029012463,4.333807200193405,0,121,,10.0,10.0
9c697a14d0a836e795906fe84002b8e71845020700f49b920b70f8a34419467a,ABMA20,595.0461911999155,549.4135923017748,1.186127105897115,2316d2a9a7577a6a82475430f52211994428d02caab35c631f101a84288f4204,False,6391681,0.4234965347678975,252,1.0463537168050627,,not_exposed_by_authoritative_solver,1.0463537168050627,False,16,20,29,1.186127105897115,b1794e42d9723960bd0c3039a5e405647bada41ef17776df4f594f8c708dde8c,w60,e7b7409b555e581a0ceea770b7e2c511bacdced8f3172021729319bd352f76d2,data/instances/selected/instance_w60.xlsx,1642.325291847206,3288.3849725479845,2c969355974b9b9ca210a0a87655fdd5a442787654bfbbde0be740237b302940,protocol_declared_hash; strict protocol validator currently reports frozen-float drift,ideal_baseline_range_v1,65,5,252,fd783ced06630b2b81a3315d33a742e2f79f3a0007e87930d1082718b8dc781e,False,0,252,,0.09620609995909035,194,cold_process_wall_minus_solver_algorithm_time; includes imports and serialization,2.326993300113827,5fb8fec80189731e702186e13567ea8cb1d16c707b06446f9ab1e705c76291dc,2.6.0,0.13358139494055266,success,0,"[18, 12, 19, 22]",7674119,experiments/abma_outer5_v1/raw/w60/ABMA20/seed_79,w60__ABMA20__seed_79,0f950019e8c081f4cf0d745eabed2b5c6d0ea477e588356f1e592cb7253f3de2,dynamic_split_parent_aware_v1,2.3612944095234742,79,7f6f09a030543f6e4e14d2bd837791c90896da3bb1e395f409c33d6eaef20df9,597.3731845000293,11,success,generation_limit,71,500.60488329990767,102.02811734239805,597.4693905999884,0,252,27.7001267997548,9.493491241499838,10.874575924423
