solver_name,instance_path,instance_seed,solver_seed,instance_hash,target_weld_count,requested_group_count,placed_group_count,actual_weld_count,total_original_weld_length,seed,objective_mode,fitness,weight_makespan,weight_load,weight_distance,ref_makespan,ref_load,ref_distance,time_model,weld_speed,travel_speed,acc,acceleration,safe_z,setup_time,post_time,split_timing_mode,direction_mode,route_type,reversed_weld_count_total,direction_optimized_route_count,setup_post_saved_time_total,merged_setup_post_count_total,pure_weld_time_total,setup_post_time_total,weld_count,assignment_mode,original_weld_count,subweld_count,split_weld_count,cross_region_weld_count,boundary_overlap_count,discarded_short_subweld_count,max_length_error,sum_length_error,assigned_subweld_count,unassigned_subweld_count,unassigned_subweld_ids,parent_id_count,split_segment_count,original_to_subweld_count_match,x_up,x_low,makespan,load_imb,total_idle_distance,total_weld_time,total_travel_time,algo_time,objective_evaluation_count,max_objective_evaluations,objective_budget_exhausted,ga_actual_generations,robot_counts,sum_robot_counts,count_match,robot_0_count,robot_1_count,robot_2_count,robot_3_count,robot_0_total_time,robot_1_total_time,robot_2_total_time,robot_3_total_time,robot_0_weld_time,robot_1_weld_time,robot_2_weld_time,robot_3_weld_time,robot_0_travel_time,robot_1_travel_time,robot_2_travel_time,robot_3_travel_time,robot_0_idle_distance,robot_1_idle_distance,robot_2_idle_distance,robot_3_idle_distance,collision_audit_enabled,collision_check_mode,collision_safety_distance,collision_band_width,collision_dt,base_makespan_before_collision,collision_adjusted_makespan,collision_wait_time_total,upper_pair_wait_time,lower_pair_wait_time,upper_pair_violation_count_before,lower_pair_violation_count_before,upper_pair_violation_count_after,lower_pair_violation_count_after,upper_pair_min_separation_before,lower_pair_min_separation_before,upper_pair_min_separation_after,lower_pair_min_separation_after,robot_0_total_weld_time,robot_0_total_travel_time,robot_0_total_time,robot_0_total_idle_distance,robot_0_task_count,robot_1_total_weld_time,robot_1_total_travel_time,robot_1_total_time,robot_1_total_idle_distance,robot_1_task_count,robot_2_total_weld_time,robot_2_total_travel_time,robot_2_total_time,robot_2_total_idle_distance,robot_2_task_count,robot_3_total_weld_time,robot_3_total_travel_time,robot_3_total_time,robot_3_total_idle_distance,robot_3_task_count,sum_robot_total_time,stop_reason
GA+ACO,D:\pybullet_test\MRTA_GA\data\instances\selected\instance_w45.xlsx,41,42,3b50059c27eb07cf6d40c8c36c0507257890c74fc956278aeedb8318f04e3c38,45,36,36,45,70.58008987738206,42,equation_19_fixed_references,0.9759265851276586,0.7,0.2,0.1,1.0,1.0,1.0,corrected,0.0108,0.2,0.5,0.5,0.3,0.0,0.0,parent_aware,bidirectional,open,20,4,0.0,0,6535.193507165004,0.0,45,split,45,52,7,7,0,0,0.0,0.0,52,0,[],45,14,True,11.278586627992883,11.135504139492989,1977.6761657288857,431.08882803549386,91.82607937898868,6535.193507165004,516.6219640299163,10016.655253887177,16000,16000,True,888,"[17, 10, 13, 12]",52,True,17,10,13,12,1546.5873376933919,1550.6543902944152,1977.6761657288857,1976.8975774782275,1377.66319909691,1444.147604169615,1850.0948823990655,1863.2878214994137,168.9241385964824,106.50678612480006,127.58128332982008,113.60975597881374,29.944827719296484,19.14135722496001,22.657943238969445,20.08195119576275,False,,,,,,,,,,,,,,,,,,1377.66319909691,168.9241385964824,1546.5873376933919,29.944827719296484,17,1444.147604169615,106.50678612480006,1550.6543902944152,19.14135722496001,10,1850.0948823990655,127.58128332982008,1977.6761657288857,22.657943238969445,13,1863.2878214994137,113.60975597881374,1976.8975774782275,20.08195119576275,12,7051.81547119492,objective_budget
