instance,seed,algorithm,trace_type,objective_evaluation_count,best_fitness,best_makespan,best_load_imbalance,best_total_idle_distance,elapsed_algorithm_time,generation
w30,78,ABMA1,primary_evaluation,70,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,20.280050600180402,
w30,78,ABMA1,primary_evaluation,71,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,20.858276500133798,
w30,78,ABMA1,primary_evaluation,72,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,20.997948300093412,
w30,78,ABMA1,generation_boundary,12,1.0825546112723927,,,,,0
w30,78,ABMA1,generation_boundary,24,1.010605934542888,,,,,1
w30,78,ABMA1,generation_boundary,36,1.010605934542888,,,,,2
w30,78,ABMA1,generation_boundary,48,1.010605934542888,,,,,3
w30,78,ABMA1,generation_boundary,60,1.010605934542888,,,,,4
w30,78,ABMA1,generation_boundary,72,1.010605934542888,,,,,5
w30,78,ABMA20,primary_evaluation,1,3.6758256036813,1633.0279843221426,987.717416925673,59.347523554358844,0.09479150013066828,
w30,78,ABMA20,primary_evaluation,2,1.0825546112723927,1269.308863646738,204.9371444267108,66.53904555777832,0.16722219996154308,
w30,78,ABMA20,primary_evaluation,3,1.0825546112723927,1269.308863646738,204.9371444267108,66.53904555777832,0.586123300017789,
w30,78,ABMA20,primary_evaluation,4,1.0825546112723927,1269.308863646738,204.9371444267108,66.53904555777832,0.9224425000138581,
w30,78,ABMA20,primary_evaluation,5,1.0825546112723927,1269.308863646738,204.9371444267108,66.53904555777832,1.0436460000928491,
w30,78,ABMA20,primary_evaluation,6,1.0825546112723927,1269.308863646738,204.9371444267108,66.53904555777832,1.2005338000599295,
w30,78,ABMA20,primary_evaluation,7,1.0825546112723927,1269.308863646738,204.9371444267108,66.53904555777832,1.2829760999884456,
w30,78,ABMA20,primary_evaluation,8,1.0825546112723927,1269.308863646738,204.9371444267108,66.53904555777832,1.381204599980265,
w30,78,ABMA20,primary_evaluation,9,1.0825546112723927,1269.308863646738,204.9371444267108,66.53904555777832,1.5213852000888437,
w30,78,ABMA20,primary_evaluation,10,1.0825546112723927,1269.308863646738,204.9371444267108,66.53904555777832,1.7381053999997675,
w30,78,ABMA20,primary_evaluation,11,1.0825546112723927,1269.308863646738,204.9371444267108,66.53904555777832,2.1489923999179155,
w30,78,ABMA20,primary_evaluation,12,1.0825546112723927,1269.308863646738,204.9371444267108,66.53904555777832,2.607288100058213,
w30,78,ABMA20,primary_evaluation,13,1.0825546112723927,1269.308863646738,204.9371444267108,66.53904555777832,2.6689784000627697,
w30,78,ABMA20,primary_evaluation,14,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,2.732271400047466,
w30,78,ABMA20,primary_evaluation,15,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,2.805562699912116,
w30,78,ABMA20,primary_evaluation,16,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,2.9333756999112666,
w30,78,ABMA20,primary_evaluation,17,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,2.981889799935743,
w30,78,ABMA20,primary_evaluation,18,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,3.060199199942872,
w30,78,ABMA20,primary_evaluation,19,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,3.231243000132963,
w30,78,ABMA20,primary_evaluation,20,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,3.3408983000554144,
w30,78,ABMA20,primary_evaluation,21,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,3.4727648999542,
w30,78,ABMA20,primary_evaluation,22,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,3.548049099976197,
w30,78,ABMA20,primary_evaluation,23,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,3.8668617999646813,
w30,78,ABMA20,primary_evaluation,24,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,4.094300400000066,
w30,78,ABMA20,primary_evaluation,25,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,4.144275200087577,
w30,78,ABMA20,primary_evaluation,26,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,4.227129000006244,
w30,78,ABMA20,primary_evaluation,27,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,4.470085500041023,
w30,78,ABMA20,primary_evaluation,28,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,4.569514800095931,
w30,78,ABMA20,primary_evaluation,29,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,4.659644500119612,
w30,78,ABMA20,primary_evaluation,30,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,4.757383400108665,
w30,78,ABMA20,primary_evaluation,31,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,4.870814600028098,
w30,78,ABMA20,primary_evaluation,32,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,4.946755199925974,
w30,78,ABMA20,primary_evaluation,33,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,5.055471499916166,
w30,78,ABMA20,primary_evaluation,34,1.010605934542888,1269.308863646738,144.15812496997773,71.15430242870491,5.417526599951088,
