solver_name,instance_path,instance_seed,solver_seed,instance_hash,target_weld_count,requested_group_count,placed_group_count,actual_weld_count,total_original_weld_length,seed,weld_count,time_model,assignment_mode,split_timing_mode,direction_mode,route_type,objective_mode,weld_speed,travel_speed,acceleration,safe_z,fitness,weight_makespan,weight_load,weight_distance,ref_makespan,ref_load,ref_distance,x_up,x_low,makespan,load_imb,total_idle_distance,total_weld_time,total_travel_time,algo_time,objective_evaluation_count,max_objective_evaluations,objective_budget_exhausted,robot_counts,original_weld_count,subweld_count,split_weld_count,cross_region_weld_count,assigned_subweld_count,unassigned_subweld_count,parent_id_count,split_segment_count,reversed_weld_count_total,setup_post_saved_time_total,merged_setup_post_count_total,pure_weld_time_total,setup_post_time_total,de_pop_size,de_max_gen,de_F,de_CR,max_local_iterations,enable_2opt,enable_relocate,enable_swap,local_search_improvement_total,two_opt_improvement_count_total,relocate_improvement_count_total,swap_improvement_count_total,de_actual_gen,de_early_stopped,de_no_improve_generations,route_eval_count_total,route_cache_hit_count_total,route_cache_miss_count_total,route_cache_hit_rate,local_search_time_total,local_search_stopped_by_time_limit_count,local_search_move_checks_total,max_move_checks_per_operator,route_time_limit_s,use_route_cache,early_stop_patience,early_stop_min_delta,robot_0_total_weld_time,robot_0_total_travel_time,robot_0_total_time,robot_0_total_idle_distance,robot_0_task_count,robot_1_total_weld_time,robot_1_total_travel_time,robot_1_total_time,robot_1_total_idle_distance,robot_1_task_count,robot_2_total_weld_time,robot_2_total_travel_time,robot_2_total_time,robot_2_total_idle_distance,robot_2_task_count,robot_3_total_weld_time,robot_3_total_travel_time,robot_3_total_time,robot_3_total_idle_distance,robot_3_task_count,sum_robot_total_time,stop_reason,collision_audit_enabled,collision_check_mode,collision_safety_distance,collision_band_width,collision_dt,base_makespan_before_collision,collision_adjusted_makespan,collision_wait_time_total,upper_pair_wait_time,lower_pair_wait_time,upper_pair_violation_count_before,lower_pair_violation_count_before,upper_pair_violation_count_after,lower_pair_violation_count_after,upper_pair_min_separation_before,lower_pair_min_separation_before,upper_pair_min_separation_after,lower_pair_min_separation_after
DE-LKH-Hybrid,D:\pybullet_test\MRTA_GA\data\instances\selected\instance_w30.xlsx,41,42,2fab0e3e566477294710c7f5296eae3f19fffdaf771928347daa371758bb2a62,30,25,25,30,47.762421772632536,42,30,corrected,split,parent_aware,bidirectional,open,equation_19_fixed_references,0.0108,0.2,0.5,0.3,0.8651694957873064,0.7,0.2,0.1,1105.6116151072342,1105.6116151072342,616.8189970639112,11.015307227415386,13.524678841130662,1250.2224073303048,99.54773317819013,68.42954050718029,4422.446460428937,379.3477025359015,1728.508146762848,2000,2000,True,"[13, 8, 8, 6]",30,35,5,5,35,0,30,10,20,0.0,0,4422.446460428937,0.0,12,100000,0.7,0.9,15,True,True,False,65.64681181533933,10,7,0,166,False,88,1118,345,773,0.3085867620751342,0.3634605407714844,0,1082,200,0.0,True,0,1e-06,1119.9390504175628,130.2833569127419,1250.2224073303048,23.176671382548378,13,1160.3841600529956,89.83824727730868,1250.2224073303046,16.28764945546174,8,1032.6615004801436,118.01317367197099,1150.6746741521147,21.9226347343942,8,1109.4617494782349,41.2129246738799,1150.674674152115,7.042584934775979,6,4801.7941629648385,objective_budget,False,,0.5,,1.0,,,,,,,,,,,,,
