solver_name,seed,weld_count,x_up,x_low,fitness,makespan,load_imbalance,total_idle_distance,total_travel_time,total_weld_time,reversed_weld_count,subweld_count,split_weld_count,short_subweld_count,unassigned_subweld_count,max_length_error,population_size,max_generations,generations_completed,early_stopped,alns_iterations,elapsed_time,weld_speed,travel_speed,acceleration,safe_z,weight_makespan,weight_load,weight_distance,time_model,assignment_mode,split_timing_mode,direction_mode,route_type,partition_cache_hits,partition_cache_misses,partition_cache_hit_rate,assignment_cache_hits,assignment_cache_misses,assignment_cache_hit_rate,warm_archive_size,shade_memory_f,shade_memory_cr,no_improve_generations,partition_evaluations,objective_evaluation_count,max_objective_evaluations,objective_budget_exhausted,stop_reason,checkpoint_trace,shade_adaptation_enabled,alns_adaptation_enabled,inner_acceptance_scope,direction_decoder_objective,reference_source,abma_variant,candidate_name,incremental_repair_enabled,multifidelity_enabled,fidelity_evaluation_counts,promotion_counts,screened_rejection_count,audited_rejection_count,false_rejection_count,false_rejection_rate,promotion_decision_count,gray_zone_promotion_count,adaptive_promotion,high_certification_invariant,repair_diagnostic_totals,outer_rng_stream,inner_rng_stream,candidate_sequence_hash,candidate_acceptance_hash,outer_rng_final_state_hash,inner_rng_final_state_hash,abma_final_profile,profile_hash,instance_path,instance_seed,solver_seed,instance_hash,target_weld_count,requested_group_count,placed_group_count,actual_weld_count,original_weld_count,total_original_weld_length,normalization_mode,normalization_source,normalized_makespan,normalized_load_imbalance,normalized_idle_distance,normalization,robot_0_total_weld_time,robot_0_total_travel_time,robot_0_total_time,robot_0_total_idle_distance,robot_0_task_count,robot_1_total_weld_time,robot_1_total_travel_time,robot_1_total_time,robot_1_total_idle_distance,robot_1_task_count,robot_2_total_weld_time,robot_2_total_travel_time,robot_2_total_time,robot_2_total_idle_distance,robot_2_task_count,robot_3_total_weld_time,robot_3_total_travel_time,robot_3_total_time,robot_3_total_idle_distance,robot_3_task_count,sum_robot_total_time,algorithm_time
ABMA,42,60,11.144101838401504,9.536397337999905,0.9831890142931694,3233.837965387536,1485.2110874696039,101.68709513655392,591.096754693889,9373.835678725576,32,73,13,0,0,0.0,12,100000,916,False,80,1036.659012899967,0.0108,0.2,0.5,0.3,0.7000000000000001,0.20000000000000004,0.10000000000000002,corrected,split,parent_aware,bidirectional,open,9439,1561,0.8580909090909091,0,0,0.0,48,"[1.0, 0.9903009140157675, 1.0, 0.7721128198849914, 1.0, 0.8255613954969863]","[0.458981475927708, 0.3786454588888211, 0.7178541877570928, 0.4258696481006627, 0.6737093349071722, 0.5119826315020455]",792,1561,11000,11000,True,objective_budget,"[{'objective_evaluation_count': 1000, 'best_fitness': 0.983276663568041, 'best_makespan': 3233.840510997039, 'best_load_imbalance': 1484.8840951183936, 'best_total_idle_distance': 101.81915589719623, 'elapsed_algorithm_time': 693.3845617999323}, {'objective_evaluation_count': 2000, 'best_fitness': 0.9831883214497881, 'best_makespan': 3233.8374795584305, 'best_load_imbalance': 1485.2086474965668, 'best_total_idle_distance': 101.68709832361606, 'elapsed_algorithm_time': 1036.2845969999908}, {'objective_evaluation_count': 5000, 'best_fitness': 0.9831883214497881, 'best_makespan': 3233.8374795584305, 'best_load_imbalance': 1485.2086474965668, 'best_total_idle_distance': 101.68709832361606, 'elapsed_algorithm_time': 1036.4101637999993}, {'objective_evaluation_count': 10000, 'best_fitness': 0.9831883214497881, 'best_makespan': 3233.8374795584305, 'best_load_imbalance': 1485.2086474965668, 'best_total_idle_distance': 101.68709832361606, 'elapsed_algorithm_time': 1036.6206572999945}]",True,True,joint_four_robot_system_objective,minimum_route_time,externally_fixed_unified_protocol,legacy_exact_fast,ABMA-legacy_exact_fast,False,False,"{'low': 0, 'mid': 0, 'high': 0}","{'low_to_mid': 0, 'mid_to_high': 0}",0,0,0,0.0,0,0,"{""low_audit_sample_count"":0,""mid_audit_sample_count"":0,""minimum_audit_samples"":50,""mode"":""audited_conservative_quantile_v1"",""model_ready"":false,""q_low"":0.0,""q_mid"":0.0,""quantile_probability"":0.95,""record_count"":0,""valid_audit_sample_count"":0}",True,{},python_random_seeded_by_solver_seed,blake2b_solver_seed_and_partition_key,9c60eb92d2a5b3c3c048a0c7c0012d52511c440bc84c7f7e23389462addf7022,034ae493debc0c9d454399e2148725a0005e1006a2af23c0a92affdcf7116418,35ca98cf085732fd387294cb71e854253206bf866a4084bbf6de3016131a77b6,ae060b9f8275e5ca167a96154cc9789b499614b8e6322d270f7f7f0caef1f0a3,"{'algorithm_version': 'ABMA-Incremental-MultiFidelity-v2', 'variant': 'legacy_exact_fast', 'fidelity_budgets': {'low': [15, 0], 'mid': [50, 1], 'high': [100, 3]}, 'promotion_policy': {'mode': 'audited_conservative_quantile_v1', 'enabled': True, 'quantile': 0.95, 'minimum_audit_samples': 50, 'audit_interval': 20, 'tolerance': 1e-12, 'near_target_margin': 0.01, 'small_boundary_delta': 0.1, 'large_boundary_delta': 5.0, 'high_preserved_task_ratio': 0.8, 'high_affected_task_ratio': 0.4, 'low_population_diversity': 0.01}, 'incremental_policy': {'enabled': False, 'identity': 'parent_id_plus_canonical_geometry', 'repair': 'deterministic_regret2_direction_dp', 'assignment_cache': True, 'unchanged_robot_route_cache_inheritance': True}, 'rng_policy': 'separate_outer_and_partition_derived_inner_streams', 'normalization_mode': 'ideal_baseline_range_v1'}",14bf08ce914821607a50c907649976ac4c14188a8ebf88325d3db376bec700e9,D:\pybullet_test\MRTA_GA\data\instances\selected\instance_w60.xlsx,41,42,e7b7409b555e581a0ceea770b7e2c511bacdced8f3172021729319bd352f76d2,60,49,49,60,60,101.23742533023626,ideal_baseline_range_v1,externally_fixed_unified_protocol,0.9852532386629905,0.9727851277772964,0.9895472167361676,"{'mode': 'ideal_baseline_range_v1', 'ideal': {'makespan': 2343.458919681395, 'load_imbalance': 0.0, 'idle_distance': 0.0}, 'baseline': {'algorithm': 'workload_balanced_cut_cheapest_insertion_2opt_dp_v1', 'metrics': {'makespan': 3247.164698831539, 'load_imbalance': 1526.7617123867246, 'idle_distance': 102.76123606506556}}, 'scale': {'makespan': 903.7057791501443, 'load_imbalance': 1526.7617123867246, 'idle_distance': 102.76123606506556}, 'floors': {}, 'weights': [0.7, 0.2, 0.1]}",1582.918124717457,165.71267439299436,1748.6307991104513,28.59145651553129,20,1631.0107969482851,117.61608096964677,1748.626877917932,20.884357892938727,12,3088.298720129153,145.539245258383,3233.837965387536,24.802078424131214,19,3071.608036930682,162.22875407286492,3233.8367910035468,27.409202303952704,22,9964.932433419466,1036.659012899967
