solver_name,instance_path,instance_seed,solver_seed,instance_hash,target_weld_count,requested_group_count,placed_group_count,actual_weld_count,total_original_weld_length,seed,weld_count,time_model,assignment_mode,split_timing_mode,direction_mode,objective_mode,fitness,weight_makespan,weight_load,weight_distance,ref_makespan,ref_load,ref_distance,x_up,x_low,makespan,load_imb,total_idle_distance,total_weld_time,total_travel_time,algo_time,robot_counts,original_weld_count,subweld_count,split_weld_count,cross_region_weld_count,assigned_subweld_count,unassigned_subweld_count,parent_id_count,split_segment_count,reversed_weld_count_total,setup_post_saved_time_total,merged_setup_post_count_total,pure_weld_time_total,setup_post_time_total,de_pop_size,de_max_gen,de_F,de_CR,max_local_iterations,enable_2opt,enable_relocate,enable_swap,local_search_improvement_total,two_opt_improvement_count_total,relocate_improvement_count_total,swap_improvement_count_total,de_actual_gen,de_early_stopped,de_no_improve_generations,route_eval_count_total,route_cache_hit_count_total,route_cache_miss_count_total,route_cache_hit_rate,local_search_time_total,local_search_stopped_by_time_limit_count,local_search_move_checks_total,max_move_checks_per_operator,route_time_limit_s,use_route_cache,early_stop_patience,early_stop_min_delta,collision_audit_enabled,collision_check_mode,collision_safety_distance,collision_band_width,collision_dt,base_makespan_before_collision,collision_adjusted_makespan,collision_wait_time_total,upper_pair_wait_time,lower_pair_wait_time,upper_pair_violation_count_before,lower_pair_violation_count_before,upper_pair_violation_count_after,lower_pair_violation_count_after,upper_pair_min_separation_before,lower_pair_min_separation_before,upper_pair_min_separation_after,lower_pair_min_separation_after
DE-LKH-Hybrid,D:\pybullet_test\MRTA_GA\data\instances\selected\instance_w30.xlsx,41,42,2fab0e3e566477294710c7f5296eae3f19fffdaf771928347daa371758bb2a62,30,25,25,30,47.762421772632536,42,30,corrected,split,parent_aware,bidirectional,equation_19_fixed_references,1.113960750945732,0.5,0.3,0.2,1105.6116151072342,1105.6116151072342,611.6189970639113,12.742026632854206,4.513576413554505,1717.3982273653553,1164.164926837635,65.44119892444115,4422.446460428937,362.0059946222058,0.12138199806213379,"[14, 7, 3, 9]",30,33,3,3,33,0,30,6,14,0.0,0,4422.446460428937,0.0,4,1,0.7,0.9,1,True,True,False,9.722181881000893,3,0,0,1,False,0,66,20,46,0.30303030303030304,0.017681598663330078,0,50,10,0.0,True,5,1e-06,False,,0.5,,1.0,,,,,,,,,,,,,
