solver_name,seed,weld_count,x_up,x_low,fitness,makespan,load_imbalance,total_idle_distance,total_travel_time,total_weld_time,reversed_weld_count,subweld_count,split_weld_count,short_subweld_count,unassigned_subweld_count,max_length_error,population_size,max_generations,generations_completed,early_stopped,alns_iterations,elapsed_time,reference_makespan,reference_load,reference_distance,partition_cache_hits,partition_cache_misses,partition_cache_hit_rate,warm_archive_size,shade_memory_f,shade_memory_cr,no_improve_generations,partition_evaluations,shade_adaptation_enabled,alns_adaptation_enabled,inner_acceptance_scope,direction_decoder_objective,reference_source,instance_path,instance_seed,solver_seed,instance_hash,target_weld_count,requested_group_count,placed_group_count,actual_weld_count,original_weld_count,total_original_weld_length
ABMA,42,30,10.874575924423,14.126169703222,0.7326115885227849,1268.021769064892,234.2356247335597,57.73040245615569,324.5761569658092,4422.446460428937,16,34,4,0,0,0.0,4,1,1,False,4,0.48166729998774827,1626.0279843221426,1000.8430909259594,52.98621114359611,0,8,0.0,8,"[0.5748318706576947, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.43492022264473923, 0.5, 0.5, 0.5, 0.5, 0.5]",1,8,True,True,joint_four_robot_system_objective,minimum_route_time,deterministic_center_partition_baseline,D:\pybullet_test\MRTA_GA\data\instances\selected\instance_w30.xlsx,41,42,2fab0e3e566477294710c7f5296eae3f19fffdaf771928347daa371758bb2a62,30,25,25,30,30,47.762421772632536
