solver,fitness,makespan,load_imbalance,total_idle_distance,requested_objective_evaluations,realized_objective_evaluations,objective_budget_exhausted,stop_reason,algorithm_time,solver_wall_clock_time,postprocess_time,total_run_wall_clock_time,evaluations_per_second,seconds_per_evaluation,output_cross_validation_status,frozen_profile_hash,run_directory
GA+ACO,0.8304794760500369,1244.6099330875893,94.92913993884054,65.6888065748647,16000,16000,True,objective_budget,3862.163002729416,3864.62586619996,0.058901999960653484,3864.71506149997,4.142756271211933,0.2413851876705885,success,,unified_experiments/three_solver_w30_protocol25_2026-07-15/budget_pilot/w30/ga_aco/seed_42/attempt_001
Paper-Aligned-HGA-XCut-Control,1.2852019502428496,1313.8325876636752,199.04730004143266,77.03498603159906,16000,16000,True,objective_budget,11.084498399985023,12.913796899956651,0.057624900015071034,12.988671400002204,1443.4572880647102,0.0006927811499990639,success,,unified_experiments/three_solver_w30_protocol25_2026-07-15/budget_pilot/w30/paper_aligned_hga/seed_42/attempt_001
ABMA,0.7636335952485163,1244.3268486370553,0.1736968235884433,103.23793253375469,16000,16000,True,objective_budget,110.28949560003821,112.38707160006743,0.06662289996165782,112.46573719999287,145.072746166358,0.006893093475002388,success,631b2d675e7531d04a3c019cc8013158223944074da3e42d489a5745addee1d3,unified_experiments/three_solver_w30_protocol25_2026-07-15/budget_pilot/w30/abma/seed_42/attempt_001
